protein_id,clade,length,pfam_id,taxa_id
G3QAP8,E,802,PF00169,69293
G3SMM1,E,676,mobidb-lite,9785
G3STV4,E,530,CoiledCoil,9785
G3T1S5,E,865,mobidb-lite,9785
G3T3R7,E,378,PF00001,9785
G3T4E8,E,657,PF00221,9785
G3T587,E,1054,PF00169,9785
G3T615,E,339,PF00316,9785
G3T8H8,E,1123,PF03810,9785
G3TDR8,E,361,mobidb-lite,9785
G3TN78,E,1417,mobidb-lite,9785
G3TPH8,E,929,PF00069,9785
G3U136,E,1467,PF01825,9785
G3U4B9,E,422,PF02020,9785
G3U610,E,378,mobidb-lite,9785
G3UBT7,E,542,PF07714,9785
G3UM73,E,1806,PF00169,9785
G3UMK1,E,334,PF01012,9785
G3UMS4,E,1296,mobidb-lite,9785
G3USS2,E,416,PF01826,9103
G3UT69,E,332,PF00001,9103
G3UYZ9,E,646,PF16034,10090
G3V1A6,E,532,PF04598,9606
G3V3F7,E,1248,mobidb-lite,9606
G3V4T6,E,217,PF14497,9606
G3V7L4,E,830,PF00028,10116
G3VD84,E,876,PF00999,9305
G3VF63,E,520,PF13765,9305
G3VHF3,E,550,PF00041,9305
G3VSS5,E,1131,mobidb-lite,9305
G3W695,E,3121,mobidb-lite,9305
G3W7E7,E,662,mobidb-lite,9305
G3WA48,E,29761,PF07679,9305
G3WBM5,E,1693,mobidb-lite,9305
G3WCX3,E,657,PF00659,9305
G3WD40,E,974,CoiledCoil,9305
G3WDV9,E,431,mobidb-lite,9305
G3WEC4,E,359,PF00653,9305
G3WG32,E,292,PF03932,9305
G3WG97,E,1263,mobidb-lite,9305
G3WJY4,E,201,PF00179,9305
G3WNY8,E,614,PF00076,9305
G3WW67,E,1121,mobidb-lite,9305
G3WX83,E,1091,mobidb-lite,9305
G3X1B3,E,1218,mobidb-lite,9305
G3X1K9,E,2577,PF14225,9305
G3X1L4,E,1071,mobidb-lite,9305
G3X8R7,E,492,mobidb-lite,10090
G3XF11,E,344,PF00361,310659
G3XFR8,E,165,PF03143,945300
G4M090,E,1397,CoiledCoil,6183
G4V5I8,E,1092,CoiledCoil,6183
G4V6G8,E,1851,PF00014,6183
G4V7I3,E,506,PF07885,6183
G4VI59,E,685,PF01529,6183
G4VMX0,E,1505,LowComplexity,6183
G4VTB3,E,79,PF00010,6183
G4VTK4,E,1013,mobidb-lite,6183
G4VYR6,E,43,PF02468,1068577
G4WEB5,E,190,PF00180,882616
G4X7K3,E,227,PF02790,283009
G4XIJ0,E,341,PF00046,128124
G4XIJ6,E,275,PF16878,128124
G4Y5F5,E,205,PF00016,1043455
G5AKN3,E,1947,PF12851,10181
G5AML5,E,2846,mobidb-lite,10181
G5AQQ6,E,810,PF00028,10181
G5AS95,E,2297,mobidb-lite,10181
G5ATA5,E,695,mobidb-lite,10181
G5ATT5,E,3949,PF00053,10181
G5AV48,E,957,PF14575,10181
G5AZL1,E,145,PF00203,10181
G5AZL9,E,597,mobidb-lite,10181
G5B0N3,E,445,PF00038,10181
G5B4S5,E,807,mobidb-lite,10181
G5B5P2,E,595,PF00273,10181
G5BHH4,E,457,mobidb-lite,10181
G5BK74,E,1071,PF05192,10181
G5BKG0,E,528,mobidb-lite,10181
G5BM77,E,446,PF00536,10181
G5BMT9,E,970,mobidb-lite,10181
G5BNX5,E,184,PF00071,10181
G5BVW6,E,680,PF02179,10181
G5BW27,E,1159,mobidb-lite,10181
G5C003,E,1839,PF00059,10181
G5C0Q0,E,480,PF00852,10181
G5C3J6,E,760,mobidb-lite,10181
G5CBJ9,E,564,mobidb-lite,10181
G5CBT1,E,75,PF00022,217509
G5CYK4,E,313,PF10426,38632
G5DQM2,E,218,PF00115,119284
G5DWJ5,E,294,PF12796,37657
G5E994,E,571,mobidb-lite,9606
G5EDZ5,E,681,mobidb-lite,6239
G6CNT4,E,275,PF11581,13037
G6CPA5,E,242,LowComplexity,13037
G6CPK3,E,453,PF00067,13037
G6CTE9,E,410,PF00151,13037
G6D4S3,E,1470,mobidb-lite,13037
G6D8N6,E,1335,PF11573,13037
G6DCA3,E,260,PF00089,13037
G6DD60,E,1187,mobidb-lite,13037
G6DL79,E,281,PF00071,13037
G6DTW5,E,217,mobidb-lite,13037
G7IHG3,E,531,mobidb-lite,3880
G7IKJ7,E,306,PF05739,3880
G7IZV3,E,863,PF13855,3880
G7JAQ7,E,92,PF02519,3880
G7JAW3,E,1166,mobidb-lite,3880
G7JEP1,E,856,PF00646,3880
G7JIR3,E,977,PF16488,3880
G7JL93,E,234,CoiledCoil,3880
G7K1W9,E,276,PF00249,3880
G7KCY2,E,1383,mobidb-lite,3880
G7LBN7,E,287,PF00249,3880
G7LJ30,E,52,PF05151,3880
G7MDL1,E,469,PF00076,9544
G7MER9,E,169,PF15763,9544
G7MFV3,E,860,PF16488,9544
G7MII8,E,1482,PF00595,9544
G7MIL4,E,1019,PF00689,9544
G7MLN8,E,279,mobidb-lite,9544
G7MLW6,E,1283,PF00004,9544
G7MRU2,E,3938,mobidb-lite,9544
G7MU70,E,620,LowComplexity,9544
G7MUA6,E,1295,CoiledCoil,9544
G7N026,E,1857,PF00168,9544
G7N3U4,E,445,PF07690,9544
G7NQE4,E,438,PF01694,9544
G7NTD3,E,434,PF00113,9541
G7NVF3,E,1241,PF00689,9541
G7NZ93,E,1092,PF12325,9541
G7NZA5,E,837,mobidb-lite,9541
G7PA56,E,714,PF13306,9541
G7PBF5,E,2078,mobidb-lite,9541
G7PDW5,E,344,PF14798,9541
G7PE78,E,573,PF00615,9541
G7PFK2,E,293,CoiledCoil,9541
G7PFM9,E,901,mobidb-lite,9541
G7PH02,E,39,PF01661,9541
G7PJD9,E,185,PF15370,9541
G7PP86,E,274,PF00403,9541
G7PQW2,E,575,PF00520,9541
G7PUA2,E,821,PF12529,9541
G7PUW0,E,1197,mobidb-lite,9541
G7PX77,E,807,PF16016,9541
G7Y604,E,2546,PF12145,79923
G7Y8Z7,E,2066,PF12796,79923
G7YA50,E,2189,mobidb-lite,79923
G7YB44,E,1256,mobidb-lite,79923
G7YCU6,E,1334,mobidb-lite,79923
G7YMC6,E,897,PF03126,79923
G7YS71,E,1944,PF09744,79923
G7YTT4,E,698,PF03372,79923
G7YVY8,E,273,PF03564,79923
G7YWQ3,E,407,PF00014,79923
G7YZZ4,E,303,PF12940,527911
G7ZL01,E,128,PF05039,7962
G8BME3,E,199,PF00016,669809
G8D261,E,934,PF12940,204942
G8D535,E,202,PF02788,538583
G8D715,E,162,PF00623,3449
G8DBG7,E,195,PF01479,245360
G8DSA3,E,184,PF00016,992706
G8E5C9,E,167,PF00016,370340
G8E6K3,E,175,PF02788,1085481
G8ENU1,E,208,PF00001,381882
G8EX70,E,249,PF00033,1108858
G8F2E0,E,738,mobidb-lite,9541
G8FG11,E,136,PF00033,55542
G8FID7,E,117,PF00562,1097205
G8FNB2,E,170,PF00022,7173
G8FVA4,E,242,PF00150,45931
G8G9D6,E,345,PF06444,531986
G8IX10,E,29,PF03742,71645
G8J412,E,100,PF01084,190402
G8J5M6,E,696,PF00623,261911
G8J8E5,E,577,PF00662,209689
G8Z4B0,E,219,PF00115,909758
G9AYK0,E,234,PF00847,3847
G9C2Y5,E,464,PF00112,4537
G9DYR3,E,239,PF01824,46901
G9F6Z7,E,198,PF00115,586818
G9FMY7,E,380,PF00032,195319
G9FNY7,E,193,PF00163,299343
G9IH00,E,590,PF08446,115875
G9LVF6,E,216,PF00115,111998
G9LWU5,E,216,PF00115,114369
H0UI83,E,166,PF10584,9606
H0UYT0,E,886,PF08644,10141
H0UZW0,E,346,LowComplexity,10141
H0V1H1,E,836,mobidb-lite,10141
H0V286,E,483,PF04732,10141
H0V6J8,E,3316,LowComplexity,10141
H0V6X5,E,718,mobidb-lite,10141
H0V7X2,E,595,PF07959,10141
H0VBL9,E,884,PF00168,10141
H0VC98,E,1014,mobidb-lite,10141
H0VCD0,E,596,PF00651,10141
H0VCM6,E,727,mobidb-lite,10141
H0VI08,E,256,PF00487,10141
H0VIR5,E,863,PF00778,10141
H0VLK1,E,848,PF13181,10141
H0VLU3,E,3792,PF03028,10141
H0VLY0,E,427,mobidb-lite,10141
H0W678,E,228,mobidb-lite,10141
H0W6G2,E,4357,PF07679,10141
H0W8G5,E,160,PF00237,10141
H0WAY5,E,669,PF00003,10141
H0WGD9,E,745,mobidb-lite,30611
H0WNS4,E,534,PF07714,30611
H0WPI8,E,564,mobidb-lite,30611
H0WR76,E,1987,PF00041,30611
H0WS07,E,1139,mobidb-lite,30611
H0WSX1,E,1711,PF12796,30611
H0WU27,E,1337,PF01462,30611
H0WUH9,E,670,PF00400,30611
H0WUK8,E,347,CoiledCoil,30611
H0WVL4,E,963,CoiledCoil,30611
H0WXE4,E,1207,PF00595,30611
H0WZJ7,E,448,PF00536,30611
H0X0X3,E,1371,PF16124,30611
H0X1M5,E,352,PF00412,30611
H0X1Z2,E,748,mobidb-lite,30611
H0X2S9,E,584,PF00390,30611
H0X3G7,E,2478,CoiledCoil,30611
H0X7D2,E,813,mobidb-lite,30611
H0XB96,E,320,PF00076,30611
H0XCH9,E,675,mobidb-lite,30611
H0XDT7,E,595,mobidb-lite,30611
H0XEV0,E,490,PF00856,30611
H0XFC5,E,284,PF00412,30611
H0XIS1,E,1023,mobidb-lite,30611
H0XKK7,E,345,PF00389,30611
H0XLW4,E,2612,PF01391,30611
H0XMU5,E,4541,mobidb-lite,30611
H0XNT8,E,2174,mobidb-lite,30611
H0XP95,E,166,PF13885,30611
H0XPL3,E,1738,mobidb-lite,30611
H0XSB6,E,361,mobidb-lite,30611
H0XVR3,E,1069,PF00616,30611
H0XZR8,E,1040,PF00028,30611
H0Y9H6,E,465,PF00748,9606
H0YEF1,E,542,PF00018,9606
H0YPL2,E,312,PF10420,59729
H0YS34,E,95,PF01545,59729
H0YSN4,E,175,PF00085,59729
H0YW82,E,718,PF00626,59729
H0YW85,E,3076,PF16908,59729
H0YZU3,E,2745,PF02210,59729
H0Z0W9,E,2784,CoiledCoil,59729
H0Z198,E,206,CoiledCoil,59729
H0Z1Q4,E,616,PF00168,59729
H0Z202,E,182,mobidb-lite,59729
H0Z4Y2,E,368,PF01153,59729
H0Z8N0,E,433,PF03034,59729
H0Z9E8,E,172,mobidb-lite,59729
H0ZDR9,E,978,PF06959,59729
H0ZEG2,E,1149,PF06462,59729
H0ZEU4,E,445,PF02932,59729
H0ZJU5,E,101,PF00166,59729
H0ZQ15,E,366,PF13532,59729
H0ZQW2,E,634,PF12796,59729
H0ZR56,E,1528,PF00090,59729
H1ZW83,E,284,PF00115,699748
H2B408,E,113,PF05424,5833
H2B4M0,E,131,PF05424,5833
H2BC97,E,138,mobidb-lite,86303
H2CQP0,E,255,PF05000,89792
H2CT75,E,379,PF00032,337696
H2DH98,E,858,PF02170,94289
H2F7C9,E,92,PF00203,39545
H2F8E7,E,66,PF00471,100521
H2F8N6,E,122,PF00238,34216
H2FE10,E,494,PF01039,34199
H2FFT8,E,250,PF03089,8569
H2KTU3,E,745,PF00069,79923
H2L7B0,E,1334,mobidb-lite,8090
H2LCK8,E,642,mobidb-lite,8090
H2LIG4,E,691,PF13855,8090
H2LJ29,E,440,PF00400,8090
H2LL46,E,259,PF00089,8090
H2LP19,E,533,PF03281,8090
H2LZZ5,E,373,PF00153,8090
H2M1Q5,E,188,PF00046,8090
H2M1Z6,E,1231,PF00723,8090
H2M507,E,346,PF07686,8090
H2M5G6,E,244,LowComplexity,8090
H2MC22,E,1161,mobidb-lite,8090
H2MC97,E,1076,mobidb-lite,8090
H2MDZ9,E,61,PF00076,8090
H2MEE1,E,651,PF03736,8090
H2MGY3,E,539,PF13855,8090
H2MHW9,E,809,PF01391,8090
H2MJK8,E,718,mobidb-lite,8090
H2MUJ8,E,545,CoiledCoil,8090
H2N3T3,E,356,mobidb-lite,9601
H2N557,E,379,PF01007,9601
H2N5A9,E,1562,mobidb-lite,9601
H2N5S8,E,2353,PF01023,9601
H2N7Z7,E,755,PF07653,9601
H2NAS4,E,2540,mobidb-lite,9601
H2ND55,E,868,PF00400,9601
H2ND70,E,440,mobidb-lite,9601
H2NE06,E,151,PF00312,9601
H2NE18,E,934,PF00090,9601
H2NFC8,E,267,mobidb-lite,9601
H2NHP2,E,1076,mobidb-lite,9601
H2NIS6,E,2198,PF11597,9601
H2NJN8,E,893,PF08344,9601
H2NLN0,E,303,mobidb-lite,9601
H2NPI3,E,855,mobidb-lite,9601
H2NPT0,E,1738,mobidb-lite,9601
H2NTC8,E,485,PF00400,9601
H2NUH4,E,985,CoiledCoil,9601
H2P5F1,E,293,mobidb-lite,9601
H2P5S3,E,1278,PF01302,9601
H2PEY9,E,374,LowComplexity,9601
H2PM01,E,544,mobidb-lite,9601
H2PNF2,E,757,mobidb-lite,9601
H2PYR9,E,475,PF16491,9598
H2Q1R5,E,1711,mobidb-lite,9598
H2QBQ8,E,451,PF00884,9598
H2QDQ4,E,1942,PF00642,9598
H2QEI7,E,1849,PF01843,9598
H2QF66,E,1144,mobidb-lite,9598
H2QJ24,E,33425,PF07679,9598
H2QJM7,E,607,PF00400,9598
H2QSX0,E,593,PF00168,9598
H2QTL5,E,680,PF01391,9598
H2QYN1,E,947,CoiledCoil,9598
H2R0S0,E,736,PF00640,9598
H2R1A9,E,2477,PF00041,9598
H2R734,E,466,PF13855,9598
H2RCN1,E,719,PF00650,9598
H2RDD0,E,116,PF15171,9598
H2REQ1,E,422,mobidb-lite,9598
H2RM38,E,834,PF00003,31033
H2RRM6,E,605,PF12661,31033
H2RUA3,E,727,PF00626,31033
H2RZG5,E,308,PF13516,31033
H2SBD2,E,677,PF12877,31033
H2SG92,E,759,mobidb-lite,31033
H2SHG2,E,2319,mobidb-lite,31033
H2SJ35,E,418,PF00611,31033
H2SML4,E,508,PF00433,31033
H2SN95,E,414,PF00412,31033
H2SP18,E,1209,mobidb-lite,31033
H2SP65,E,373,PF00788,31033
H2SP73,E,2134,PF00435,31033
H2SR88,E,690,PF02540,31033
H2SRC9,E,468,PF00169,31033
H2SW18,E,1235,CoiledCoil,31033
H2SYI6,E,606,PF00005,31033
H2T2Z5,E,805,PF00028,31033
H2T4J6,E,561,PF00084,31033
H2T673,E,208,mobidb-lite,31033
H2T9V0,E,344,CoiledCoil,31033
H2TC37,E,1116,PF01094,31033
H2TDN7,E,1665,PF01391,31033
H2TFR9,E,936,PF00069,31033
H2TG79,E,457,PF07815,31033
H2TII1,E,242,CoiledCoil,31033
H2TJM2,E,764,mobidb-lite,31033
H2TK49,E,1329,mobidb-lite,31033
H2TKC1,E,1278,mobidb-lite,31033
H2TKF3,E,4589,mobidb-lite,31033
H2TQ47,E,374,PF03096,31033
H2TSC0,E,273,PF01399,31033
H2TSS4,E,868,PF12548,31033
H2TT60,E,579,PF00651,31033
H2TUS6,E,762,mobidb-lite,31033
H2TVV8,E,478,PF00130,31033
H2U0W7,E,727,PF00415,31033
H2U5V1,E,432,PF00155,31033
H2U7P1,E,1894,PF01833,31033
H2U883,E,982,CoiledCoil,31033
H2UBY6,E,1141,mobidb-lite,31033
H2UGJ4,E,692,PF12799,31033
H2UGK3,E,369,mobidb-lite,31033
H2UGQ6,E,318,PF00782,31033
H2UHP9,E,360,LowComplexity,31033
H2UHQ7,E,1106,PF14723,31033
H2UKI4,E,3005,PF00880,31033
H2UM39,E,676,PF03736,31033
H2UN32,E,520,PF00514,31033
H2UPV9,E,5074,PF02026,31033
H2URG8,E,820,PF00211,31033
H2UU64,E,750,PF01858,31033
H2UYI6,E,2148,PF00194,31033
H2V3E0,E,1169,mobidb-lite,31033
H2V3H5,E,391,mobidb-lite,31033
H2V4Z6,E,652,mobidb-lite,31033
H2V899,E,1096,mobidb-lite,31033
H2V8D6,E,854,PF00415,31033
H2V9K8,E,252,PF12796,31033
H2VA56,E,1685,PF01034,31033
H2VB50,E,430,mobidb-lite,31033
H2VDG8,E,973,mobidb-lite,31033
H2VYF1,E,867,PF02171,281687
H2W1S4,E,428,PF07914,281687
H2WIR3,E,860,PF00415,281687
H2X452,E,153,PF11427,281687
H2X6V3,E,610,PF02854,281687
H2Y6E5,E,548,PF00128,51511
H2Y6K4,E,1925,PF00008,51511
H2YA66,E,494,PF00090,51511
H2YFD2,E,18399,PF07679,51511
H2YFQ6,E,869,CoiledCoil,51511
H2YNS5,E,667,PF00008,51511
H2YRG9,E,308,mobidb-lite,51511
H2YSW0,E,1086,PF07645,51511
H2YSZ9,E,736,PF12947,51511
H2YUS6,E,1673,PF01391,51511
H2YUT9,E,479,PF01603,51511
H2Z4M0,E,923,PF02883,51511
H2Z4X0,E,473,mobidb-lite,51511
H2Z7P8,E,1109,PF04566,51511
H2Z7Z4,E,1150,PF07645,51511
H2Z8R7,E,1280,mobidb-lite,51511
H2Z9E4,E,1646,PF05001,51511
H2ZCR0,E,527,mobidb-lite,51511
H2ZG23,E,965,PF00667,51511
H2ZGK9,E,4192,PF00028,51511
H2ZHA2,E,269,PF01300,51511
H2ZJD6,E,704,PF07645,51511
H2ZSC2,E,1836,mobidb-lite,7897
H3A2V5,E,277,PF00153,7897
H3A3X0,E,153,PF00137,7897
H3A629,E,1109,mobidb-lite,7897
H3A7S4,E,1048,PF08441,7897
H3A815,E,1077,PF01839,7897
H3A980,E,367,PF13855,7897
H3AA33,E,1219,PF12738,7897
H3AA45,E,307,PF00153,7897
H3AT84,E,214,PF04548,7897
H3AX17,E,327,PF00069,7897
H3B1B7,E,3013,mobidb-lite,7897
H3B1D1,E,1962,PF08913,7897
H3B5Z9,E,351,PF03265,7897
H3B9Q2,E,1994,mobidb-lite,7897
H3BAT2,E,301,PF00046,7897
H3BB13,E,600,mobidb-lite,7897
H3BB91,E,228,PF00071,7897
H3BBY7,E,532,mobidb-lite,7897
H3BC64,E,574,PF00113,7897
H3BC71,E,677,mobidb-lite,7897
H3BDD2,E,313,mobidb-lite,7897
H3BEX9,E,523,mobidb-lite,7897
H3BZD1,E,995,PF00069,99883
H3C026,E,627,PF02188,99883
H3C3M8,E,2841,PF07645,99883
H3C3P7,E,714,PF04515,99883
H3C576,E,381,PF02807,99883
H3C719,E,282,LowComplexity,99883
H3CBD5,E,854,PF03520,99883
H3CCH4,E,1623,mobidb-lite,99883
H3CF57,E,4845,PF01365,99883
H3CHD2,E,969,PF08742,99883
H3CHU2,E,94,PF10613,99883
H3CLS4,E,467,mobidb-lite,99883
H3CNR0,E,370,PF00400,99883
H3CQ11,E,1151,PF00059,99883
H3CVV4,E,641,PF04004,99883
H3CYD3,E,954,PF01424,99883
H3D029,E,407,PF07984,99883
H3D222,E,776,PF13516,99883
H3DCK9,E,2064,PF00681,99883
H3DCV1,E,599,PF01344,99883
H3DED8,E,1011,PF02210,99883
H3DI53,E,619,PF01417,99883
H3DJ66,E,434,PF13516,99883
H3DJ98,E,762,PF00093,99883
H3DJR8,E,1541,PF13948,99883
H3DKR4,E,1749,LowComplexity,99883
H3DLG1,E,1119,PF10613,99883
H3DNV4,E,828,PF00041,99883
H3DPY8,E,18947,PF00041,99883
H3DUY9,E,257,mobidb-lite,54126
H3DWY0,E,790,PF00076,54126
H3E0Q6,E,150,PF07857,54126
H3E4J7,E,634,PF00201,54126
H3EEN8,E,97,PF04133,54126
H3EKD8,E,286,PF01359,54126
H3EL30,E,2439,mobidb-lite,54126
H3ET35,E,454,mobidb-lite,54126
H3EZM1,E,435,mobidb-lite,54126
H3F6G7,E,121,PF00001,54126
H3FTC0,E,796,PF07851,54126
H3FXU2,E,457,PF00100,54126
H3G808,E,112,PF00833,164328
H3G8U6,E,239,CoiledCoil,164328
H3G910,E,871,LowComplexity,164328
H3GBC4,E,404,mobidb-lite,164328
H3GBJ5,E,1678,mobidb-lite,164328
H3GH13,E,282,PF01459,164328
H3GS87,E,477,mobidb-lite,164328
H3H7F9,E,265,PF00098,164328
H3HC59,E,1589,PF13967,164328
H6AEZ1,E,161,PF00976,448521
H6AFD4,E,150,PF16102,150707
H6AFY5,E,164,PF02788,1138395
H6BCR2,E,182,PF00129,9541
H6D5B4,E,1052,mobidb-lite,65070
H6SX98,E,81,PF00137,222989
H6T2V1,E,1270,PF05000,939155
H6TH99,E,420,PF00006,365734
H6TU63,E,491,mobidb-lite,216999
H6U8C5,E,456,PF10426,1136111
H6UCM3,E,606,PF00361,63824
H6UDH4,E,379,PF00033,9945
H6V555,E,168,PF00499,80345
H6XKF5,E,219,PF00115,1097914
H6Z5K5,E,219,PF00115,1142832
H7ANF3,E,209,PF00115,1140708
H7BC05,E,219,PF00115,1098397
H7BFI9,E,219,PF00115,1098333
H8Y0F8,E,304,PF00234,37679
H8YAR3,E,184,PF00115,912805
H8YS81,E,190,PF00115,1086000
H9AH74,E,180,PF02788,173389
H9AIZ4,E,180,PF00016,214479
H9B486,E,644,PF03157,4494
H9B812,E,163,PF00001,946245
H9B9V3,E,310,PF00970,5802
H9BT71,E,518,PF07731,109659
H9E1N7,E,324,PF00146,59861
H9E7A1,E,380,PF00033,9606
H9EMJ4,E,1469,PF02191,9544
H9EWA2,E,425,PF00155,9544
H9F5D0,E,461,PF03062,9544
H9F9F3,E,436,PF00454,9544
H9F9Q1,E,750,mobidb-lite,9544
H9FH96,E,168,PF12799,9544
H9FQJ9,E,1685,mobidb-lite,9544
H9FSK0,E,2610,mobidb-lite,9544
H9FT57,E,340,PF00400,9544
H9FWV3,E,1311,PF07647,9544
H9FXT9,E,1513,PF07679,9544
H9FY66,E,263,PF00467,9544
H9FYZ7,E,806,PF05010,9544
H9FZ39,E,773,PF03920,9544
H9FZ67,E,476,mobidb-lite,9544
H9G5Y8,E,5539,PF07679,28377
H9G6T9,E,569,mobidb-lite,28377
H9GCK4,E,328,PF01509,28377
H9GCR8,E,2166,mobidb-lite,28377
H9GE53,E,746,CoiledCoil,28377
H9GFU9,E,1092,PF07714,28377
H9GG92,E,2527,mobidb-lite,28377
H9GH38,E,188,PF08423,28377
H9GMZ5,E,210,mobidb-lite,28377
H9GNJ6,E,503,PF08321,28377
H9GPT7,E,373,PF00853,28377
H9GPU4,E,313,PF01344,28377
H9H1K7,E,716,PF01422,9103
H9JBG3,E,380,PF00370,7091
H9JKN0,E,320,PF16972,7091
H9JLS3,E,3362,PF13181,7091
H9JR22,E,4329,PF00058,7091
H9JU70,E,165,PF05915,7091
H9JWH7,E,319,PF12871,7091
H9LIX3,E,401,PF00032,94323
H9LPC0,E,603,PF06455,9606
H9NFC4,E,219,PF00217,1166844
H9TU35,E,92,PF00041,9925
H9YVU0,E,1905,PF00058,9544
H9Z4Y1,E,219,PF15005,9544
H9Z583,E,647,PF00659,9544
H9Z590,E,421,PF05881,9544
H9ZA48,E,1044,PF00794,9544
H9ZF47,E,1030,PF06371,9544
I0CK27,E,361,PF00032,86923
I1F109,E,932,PF00041,400682
I1F7E2,E,746,PF07731,400682
I1FHZ4,E,795,PF01485,400682
I1FJD2,E,459,PF02784,400682
I1FK44,E,814,PF01094,400682
I1FST5,E,190,PF10629,400682
I1FWH0,E,381,mobidb-lite,400682
I1G153,E,130,PF01096,400682
I1G7Q8,E,1485,PF00086,400682
I1GA16,E,501,PF02978,400682
I1GAL3,E,1095,PF03133,400682
I1GCJ3,E,985,PF00792,400682
I1GD93,E,1460,CoiledCoil,400682
I1GR99,E,536,PF05185,15368
I1H0U4,E,1460,PF00005,15368
I1H886,E,833,mobidb-lite,15368
I1HDN2,E,214,PF04832,15368
I1HE85,E,393,PF00153,15368
I1HGM3,E,393,PF14226,15368
I1HHR9,E,493,PF07942,15368
I1HP88,E,748,PF02737,15368
I1HQ90,E,697,PF06507,15368
I1HQX0,E,2261,CoiledCoil,15368
I1HTA5,E,282,mobidb-lite,15368
I1HTN2,E,266,mobidb-lite,15368
I1HX05,E,1902,mobidb-lite,15368
I1HXE8,E,347,PF00571,15368
I1I6T5,E,920,PF01535,15368
I1I745,E,544,PF04564,15368
I1IBA3,E,731,mobidb-lite,15368
I1IBH5,E,258,PF00856,15368
I1ICW7,E,1490,PF02518,15368
I1IEH4,E,455,PF05634,15368
I1IG47,E,285,PF01151,15368
I1IQ00,E,914,mobidb-lite,15368
I1ITD9,E,343,PF00069,15368
I1IUC5,E,528,PF00149,15368
I1J0F6,E,2908,mobidb-lite,15368
I1J1H1,E,779,PF13041,15368
I1J2E5,E,772,PF00933,15368
I1J2P2,E,616,mobidb-lite,15368
I1JF49,E,202,PF02309,3847
I1JSQ3,E,2035,mobidb-lite,3847
I1K1N7,E,382,PF01554,3847
I1K307,E,989,PF00534,3847
I1K3D7,E,400,PF07714,3847
I1K7M4,E,227,PF01486,3847
I1K8G1,E,893,PF12937,3847
I1L595,E,484,PF00534,3847
I1LHL6,E,1702,PF00637,3847
I1LL59,E,586,PF00085,3847
I1LMG0,E,724,CoiledCoil,3847
I1LUU8,E,122,LowComplexity,3847
I1LV81,E,114,PF16455,3847
I1MG28,E,661,PF00933,3847
I1MJP3,E,155,PF00407,3847
I1MUL3,E,680,PF02847,3847
I1MUN4,E,869,PF12706,3847
I1NB65,E,308,mobidb-lite,3847
I1NFP6,E,190,PF02309,3847
I1NK45,E,294,mobidb-lite,4538
I1NQ56,E,606,PF04003,4538
I1NUA4,E,1055,mobidb-lite,4538
I1NUS1,E,435,PF00571,4538
I1NVZ7,E,472,PF03144,4538
I1P338,E,490,mobidb-lite,4538
I1P765,E,451,PF00044,4538
I1P841,E,547,mobidb-lite,4538
I1PE27,E,232,PF00314,4538
I1PK24,E,381,PF00112,4538
I1PW78,E,325,PF14360,4538
I1PWG0,E,869,mobidb-lite,4538
I1PY10,E,405,PF07650,4538
I1Q381,E,803,PF08276,4538
I1Q981,E,147,PF00141,4538
I1QC14,E,225,mobidb-lite,4538
I1QGF0,E,629,mobidb-lite,4538
I1QY29,E,480,PF13968,4538
I1QY61,E,534,PF10250,4538
I1QZS6,E,374,PF00023,4538
I1R042,E,215,PF00810,4538
I1R210,E,515,PF01535,4538
I1UGZ3,E,256,PF01824,1128315
I1ULR2,E,184,PF00016,1129735
I1UVX1,E,183,PF02788,205522
I1VFX4,E,171,PF01274,1119039
I1YNX4,E,201,PF00115,278798
I1YQP1,E,267,PF00115,206831
I1ZAS3,E,143,PF00445,133204
I1ZCU9,E,446,PF02978,474145
I1ZCX6,E,453,PF02978,1111229
I1ZCY3,E,464,PF00448,1111196
I2AQ19,E,210,PF00115,215358
I2CYY3,E,440,PF01034,9544
I3IU20,E,1176,PF00595,8128
I3IUD7,E,633,mobidb-lite,8128
I3IWQ0,E,647,PF00621,8128
I3J104,E,5174,mobidb-lite,8128
I3J419,E,1089,mobidb-lite,8128
I3J4N1,E,389,PF01529,8128
I3J6T1,E,500,PF00400,8128
I3J739,E,375,PF00046,8128
I3JEI9,E,1839,mobidb-lite,8128
I3JJK7,E,467,PF00002,8128
I3JM52,E,2808,PF08742,8128
I3JNM2,E,979,mobidb-lite,8128
I3JTB5,E,391,PF00089,8128
I3JVC6,E,2811,PF00028,8128
I3JW22,E,264,CoiledCoil,8128
I3JWC3,E,1583,PF06337,8128
I3JX28,E,4027,mobidb-lite,8128
I3JY74,E,485,mobidb-lite,8128
I3K0C8,E,1110,mobidb-lite,8128
I3K0S5,E,1040,PF13765,8128
I3K2C5,E,727,PF01266,8128
I3K8S4,E,287,PF04731,8128
I3KBP0,E,509,PF07679,8128
I3KD18,E,3081,PF06009,8128
I3KHB0,E,1100,PF16114,8128
I3KIQ9,E,1714,mobidb-lite,8128
I3KMG6,E,4289,PF00801,8128
I3KT87,E,884,PF00069,8128
I3L2Z9,E,1017,PF07177,9606
I3L821,E,1406,PF00621,9823
I3LDA4,E,1479,PF13855,9823
I3LH37,E,621,PF00653,9823
I3LJD1,E,1021,PF02891,9823
I3LQL4,E,290,PF00046,9823
I3LT14,E,456,mobidb-lite,9823
